<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBERP,60,20200225,130000,228.9100000,229.2700000,228.9100000,229.0100000,861470
SBERP,60,20200225,140000,229.0100000,229.1400000,228.0600000,228.2800000,369360
SBERP,60,20200225,150000,228.3000000,228.7800000,227.7200000,228.0400000,448510
SBERP,60,20200225,160000,228.0000000,228.7800000,227.6800000,228.6200000,206920
SBERP,60,20200225,170000,228.6100000,228.7200000,227.7500000,227.8600000,272060
SBERP,60,20200225,180000,227.8300000,228.4200000,227.7700000,228.2000000,236790
SBERP,60,20200225,190000,228.1600000,228.3800000,227.0300000,227.5000000,688600
SBERP,60,20200226,110000,227.0000000,227.3700000,225.2000000,226.9800000,1313950
SBERP,60,20200226,120000,226.8800000,228.9800000,226.6500000,228.1600000,1020120
SBERP,60,20200226,130000,228.0700000,228.1400000,225.7000000,226.2000000,953800
SBERP,60,20200226,140000,226.2000000,228.0200000,226.0000000,227.9200000,482230
SBERP,60,20200226,150000,227.9600000,228.6000000,227.1700000,227.8900000,495120
SBERP,60,20200226,160000,227.8100000,228.6400000,227.4900000,227.7000000,523140
SBERP,60,20200226,170000,227.8000000,229.0800000,227.5500000,228.5100000,915320
SBERP,60,20200226,180000,228.5200000,229.2000000,227.5200000,228.5300000,1140910
